case_id,policy,policy_order,repeat,stage,run_id,log,family,severity,group_id,split,insertion_success,stalled,stall_episodes,stalled_time_s,first_stall_s,max_wrist_force_n,max_wrist_torque_nm,max_normal_load_n,max_contact_force_n,max_penetration_mm,max_grasp_slip_mm,max_grasp_slip_deg,force_budget_exceeded,torque_budget_exceeded,grasp_retained,numerically_valid,intervention_count,insertion_time_s,time_to_success_s,final_depth_mm,max_depth_mm,active_insertion_time_s,intervention_time_s,outcome,rows,safety_stop,terminal_timeout,terminal_phase,terminal_grasp_slip_mm,safety_during_recovery,safety_before_any_recovery,last_trigger_branch,last_trigger_grasp_slip_mm,verified_unloadings,ready_unloadings,successful_retries,repeated_stalls,normal_interventions,urgent_interventions,terminal_interventions,first_intervention_s
h000_easy_controls_easy_v0,nominal,0,0,held_out,h000_easy_controls_easy_v0/nominal,h000_easy_controls_easy_v0/nominal/trajectory.csv,easy_controls,easy,h000_easy_controls_easy_v0,held_out,True,False,0,0.0,,0.015257937833666801,0.009302901104092598,0.0,0.0,0.0,0.02177998612751253,0.07912936237050427,False,False,True,True,0,7.699999999991178,7.699999999991178,19.77994069457054,19.77994069457054,7.7,0.0,insertion_success,1165,False,False,insert,0.005318736839399207,False,False,,,0,0,0,0,0,0,0,
h000_easy_controls_easy_v0,v1,1,0,held_out,h000_easy_controls_easy_v0/v1,h000_easy_controls_easy_v0/v1/trajectory.csv,easy_controls,easy,h000_easy_controls_easy_v0,held_out,True,False,0,0.0,,0.015257937833666801,0.009302901104092598,0.0,0.0,0.0,0.02177998612751253,0.07912936237050427,False,False,True,True,0,7.699999999991178,7.699999999991178,19.77994069457054,19.77994069457054,7.7,0.0,insertion_success,1165,False,False,insert,0.005318736839399207,False,False,,,0,0,0,0,0,0,0,
h000_easy_controls_easy_v0,v2,2,0,held_out,h000_easy_controls_easy_v0/v2,h000_easy_controls_easy_v0/v2/trajectory.csv,easy_controls,easy,h000_easy_controls_easy_v0,held_out,True,False,0,0.0,,0.015257937833666801,0.009302901104092598,0.0,0.0,0.0,0.02177998612751253,0.07912936237050427,False,False,True,True,0,7.699999999991178,7.699999999991178,19.77994069457054,19.77994069457054,7.7,0.0,insertion_success,1165,False,False,insert,0.005318736839399207,False,False,,,0,0,0,0,0,0,0,
h001_easy_controls_easy_v1,v2,0,0,held_out,h001_easy_controls_easy_v1/v2,h001_easy_controls_easy_v1/v2/trajectory.csv,easy_controls,easy,h001_easy_controls_easy_v1,held_out,True,False,0,0.0,,0.015257937833666801,0.009302901104092598,0.0,0.0,0.0,0.021866693714400753,0.07912936237050427,False,False,True,True,0,7.649999999991223,7.649999999991223,19.778968393802643,19.778968393802643,7.6499999999999995,0.0,insertion_success,1159,False,False,insert,0.004182532848062692,False,False,,,0,0,0,0,0,0,0,
h001_easy_controls_easy_v1,nominal,1,0,held_out,h001_easy_controls_easy_v1/nominal,h001_easy_controls_easy_v1/nominal/trajectory.csv,easy_controls,easy,h001_easy_controls_easy_v1,held_out,True,False,0,0.0,,0.015257937833666801,0.009302901104092598,0.0,0.0,0.0,0.021866693714400753,0.07912936237050427,False,False,True,True,0,7.649999999991223,7.649999999991223,19.778968393802643,19.778968393802643,7.6499999999999995,0.0,insertion_success,1159,False,False,insert,0.004182532848062692,False,False,,,0,0,0,0,0,0,0,
h001_easy_controls_easy_v1,v1,2,0,held_out,h001_easy_controls_easy_v1/v1,h001_easy_controls_easy_v1/v1/trajectory.csv,easy_controls,easy,h001_easy_controls_easy_v1,held_out,True,False,0,0.0,,0.015257937833666801,0.009302901104092598,0.0,0.0,0.0,0.021866693714400753,0.07912936237050427,False,False,True,True,0,7.649999999991223,7.649999999991223,19.778968393802643,19.778968393802643,7.6499999999999995,0.0,insertion_success,1159,False,False,insert,0.004182532848062692,False,False,,,0,0,0,0,0,0,0,
h002_easy_controls_easy_v2,v2,0,0,held_out,h002_easy_controls_easy_v2/v2,h002_easy_controls_easy_v2/v2/trajectory.csv,easy_controls,easy,h002_easy_controls_easy_v2,held_out,True,False,0,0.0,,0.015257937833666801,0.009302901104092598,0.0,0.0,0.0,0.02177998612751253,0.07912936237050427,False,False,True,True,0,7.658333333456312,7.658333333456312,19.758252054452896,19.758252054452896,7.658333333333333,0.0,insertion_success,1160,False,False,insert,0.0010800777090480551,False,False,,,0,0,0,0,0,0,0,
h002_easy_controls_easy_v2,nominal,1,0,held_out,h002_easy_controls_easy_v2/nominal,h002_easy_controls_easy_v2/nominal/trajectory.csv,easy_controls,easy,h002_easy_controls_easy_v2,held_out,True,False,0,0.0,,0.015257937833666801,0.009302901104092598,0.0,0.0,0.0,0.02177998612751253,0.07912936237050427,False,False,True,True,0,7.658333333456312,7.658333333456312,19.758252054452896,19.758252054452896,7.658333333333333,0.0,insertion_success,1160,False,False,insert,0.0010800777090480551,False,False,,,0,0,0,0,0,0,0,
h002_easy_controls_easy_v2,v1,2,0,held_out,h002_easy_controls_easy_v2/v1,h002_easy_controls_easy_v2/v1/trajectory.csv,easy_controls,easy,h002_easy_controls_easy_v2,held_out,True,False,0,0.0,,0.015257937833666801,0.009302901104092598,0.0,0.0,0.0,0.02177998612751253,0.07912936237050427,False,False,True,True,0,7.658333333456312,7.658333333456312,19.758252054452896,19.758252054452896,7.658333333333333,0.0,insertion_success,1160,False,False,insert,0.0010800777090480551,False,False,,,0,0,0,0,0,0,0,
h003_easy_controls_easy_v3,nominal,0,0,held_out,h003_easy_controls_easy_v3/nominal,h003_easy_controls_easy_v3/nominal/trajectory.csv,easy_controls,easy,h003_easy_controls_easy_v3,held_out,True,False,0,0.0,,0.015257937833666801,0.009302901104092598,0.0,0.0,0.0,0.023178175979410298,0.07912936237050427,False,False,True,True,0,7.649999999859574,7.649999999859574,19.832303375005722,19.832303375005722,7.6499999999999995,0.0,insertion_success,1159,False,False,insert,0.022522121071233414,False,False,,,0,0,0,0,0,0,0,
