video_frame,video_time_s,comparison_time_s,policy,source_step,source_time_s,actual_depth_mm,command_depth_mm,wrist_force_n,eta,state,phase,recording_ended
51,1.7,0.85,productivity,102,0.8499999999876309,-13.345519453287123,-10.0,0.004615706857293844,,APPROACH,approach,False
52,1.7333333333333334,0.8666666666666667,force,104,0.866666666654055,-13.305480033159254,-10.0,0.006808497477322817,,APPROACH,approach,False
52,1.7333333333333334,0.8666666666666667,productivity,104,0.866666666654055,-13.305480033159254,-10.0,0.006808497477322817,,APPROACH,approach,False
53,1.7666666666666666,0.8833333333333333,force,106,0.8833333333204791,-13.264017552137373,-10.0,0.00848335213959217,,APPROACH,approach,False
53,1.7666666666666666,0.8833333333333333,productivity,106,0.8833333333204791,-13.264017552137373,-10.0,0.00848335213959217,,APPROACH,approach,False
54,1.8,0.9,force,108,0.8999999999869033,-13.194518536329268,-10.0,0.00773575296625495,,APPROACH,approach,False
54,1.8,0.9,productivity,108,0.8999999999869033,-13.194518536329268,-10.0,0.00773575296625495,,APPROACH,approach,False
55,1.8333333333333333,0.9166666666666666,force,110,0.9166666666533274,-13.12051936984062,-10.0,0.002399381948634982,,APPROACH,approach,False
55,1.8333333333333333,0.9166666666666666,productivity,110,0.9166666666533274,-13.12051936984062,-10.0,0.002399381948634982,,APPROACH,approach,False
56,1.8666666666666667,0.9333333333333333,force,112,0.9333333333197515,-13.046482950448988,-10.0,0.0013897301396355033,,APPROACH,approach,False
56,1.8666666666666667,0.9333333333333333,productivity,112,0.9333333333197515,-13.046482950448988,-10.0,0.0013897301396355033,,APPROACH,approach,False
57,1.9,0.95,force,114,0.9499999999861757,-12.96984627842903,-10.0,0.01071008201688528,,APPROACH,approach,False
57,1.9,0.95,productivity,114,0.9499999999861757,-12.96984627842903,-10.0,0.01071008201688528,,APPROACH,approach,False
58,1.9333333333333333,0.9666666666666667,force,116,0.9666666666525998,-12.890318781137465,-10.0,0.003626934951171279,,APPROACH,approach,False
58,1.9333333333333333,0.9666666666666667,productivity,116,0.9666666666525998,-12.890318781137465,-10.0,0.003626934951171279,,APPROACH,approach,False
59,1.9666666666666666,0.9833333333333333,force,118,0.983333333319024,-12.812884896993635,-10.0,0.0043388777412474155,,APPROACH,approach,False
59,1.9666666666666666,0.9833333333333333,productivity,118,0.983333333319024,-12.812884896993635,-10.0,0.0043388777412474155,,APPROACH,approach,False
60,2.0,1.0,force,120,0.9999999999854481,-12.737105041742323,-10.0,0.005065979901701212,,APPROACH,approach,False
60,2.0,1.0,productivity,120,0.9999999999854481,-12.737105041742323,-10.0,0.005065979901701212,,APPROACH,approach,False
61,2.033333333333333,1.0166666666666666,force,122,1.0166666666518722,-12.671949714422224,-10.0,0.007203841581940651,,APPROACH,approach,False
61,2.033333333333333,1.0166666666666666,productivity,122,1.0166666666518722,-12.671949714422224,-10.0,0.007203841581940651,,APPROACH,approach,False
62,2.066666666666667,1.0333333333333334,force,124,1.0333333333182964,-12.629541009664534,-10.0,0.0008295478182844818,,APPROACH,approach,False
62,2.066666666666667,1.0333333333333334,productivity,124,1.0333333333182964,-12.629541009664534,-10.0,0.0008295478182844818,,APPROACH,approach,False
63,2.1,1.05,force,126,1.0499999999847205,-12.586618214845656,-10.0,0.003760341554880142,,APPROACH,approach,False
63,2.1,1.05,productivity,126,1.0499999999847205,-12.586618214845656,-10.0,0.003760341554880142,,APPROACH,approach,False
64,2.1333333333333333,1.0666666666666667,force,128,1.0666666666511446,-12.54230961203575,-10.0,0.00582707766443491,,APPROACH,approach,False
64,2.1333333333333333,1.0666666666666667,productivity,128,1.0666666666511446,-12.54230961203575,-10.0,0.00582707766443491,,APPROACH,approach,False
65,2.1666666666666665,1.0833333333333333,force,130,1.0833333333175688,-12.471670657396315,-10.0,0.006681174039840698,,APPROACH,approach,False
65,2.1666666666666665,1.0833333333333333,productivity,130,1.0833333333175688,-12.471670657396315,-10.0,0.006681174039840698,,APPROACH,approach,False
66,2.2,1.1,force,132,1.099999999983993,-12.395965307950972,-10.0,0.0012222523801028728,,APPROACH,approach,False
66,2.2,1.1,productivity,132,1.099999999983993,-12.395965307950972,-10.0,0.0012222523801028728,,APPROACH,approach,False
67,2.2333333333333334,1.1166666666666667,force,134,1.116666666650417,-12.319976836442946,-10.0,0.002263781614601612,,APPROACH,approach,False
67,2.2333333333333334,1.1166666666666667,productivity,134,1.116666666650417,-12.319976836442946,-10.0,0.002263781614601612,,APPROACH,approach,False
68,2.2666666666666666,1.1333333333333333,force,136,1.1333333333168412,-12.246268242597578,-10.0,0.002996293595060706,,APPROACH,approach,False
68,2.2666666666666666,1.1333333333333333,productivity,136,1.1333333333168412,-12.246268242597578,-10.0,0.002996293595060706,,APPROACH,approach,False
69,2.3,1.15,force,138,1.1499999999832653,-12.173535674810408,-10.0,0.003985970746725798,,APPROACH,approach,False
69,2.3,1.15,productivity,138,1.1499999999832653,-12.173535674810408,-10.0,0.003985970746725798,,APPROACH,approach,False
70,2.3333333333333335,1.1666666666666667,force,140,1.1666666666496894,-12.101712077856062,-10.0,0.00758762750774622,,APPROACH,approach,False
70,2.3333333333333335,1.1666666666666667,productivity,140,1.1666666666496894,-12.101712077856062,-10.0,0.00758762750774622,,APPROACH,approach,False
71,2.3666666666666667,1.1833333333333333,force,142,1.1833333333161136,-12.052039057016371,-10.0,0.006103191524744034,,APPROACH,approach,False
71,2.3666666666666667,1.1833333333333333,productivity,142,1.1833333333161136,-12.052039057016371,-10.0,0.006103191524744034,,APPROACH,approach,False
72,2.4,1.2,force,144,1.1999999999825377,-12.010710686445234,-10.0,0.003075092099606991,,APPROACH,approach,False
72,2.4,1.2,productivity,144,1.1999999999825377,-12.010710686445234,-10.0,0.003075092099606991,,APPROACH,approach,False
73,2.433333333333333,1.2166666666666666,force,146,1.2166666666489618,-11.962833255529402,-10.0,0.0060730138793587685,,APPROACH,approach,False
73,2.433333333333333,1.2166666666666666,productivity,146,1.2166666666489618,-11.962833255529402,-10.0,0.0060730138793587685,,APPROACH,approach,False
74,2.466666666666667,1.2333333333333334,force,148,1.233333333315386,-11.88957169651985,-10.0,0.0030038345139473677,,APPROACH,approach,False
74,2.466666666666667,1.2333333333333334,productivity,148,1.233333333315386,-11.88957169651985,-10.0,0.0030038345139473677,,APPROACH,approach,False
75,2.5,1.25,force,150,1.24999999998181,-11.821451038122175,-10.0,0.0022396226413547993,,APPROACH,approach,False
75,2.5,1.25,productivity,150,1.24999999998181,-11.821451038122175,-10.0,0.0022396226413547993,,APPROACH,approach,False
76,2.533333333333333,1.2666666666666666,force,152,1.2666666666482342,-11.75464168190956,-10.0,0.0027413107454776764,,APPROACH,approach,False
76,2.533333333333333,1.2666666666666666,productivity,152,1.2666666666482342,-11.75464168190956,-10.0,0.0027413107454776764,,APPROACH,approach,False
77,2.566666666666667,1.2833333333333334,force,154,1.2833333333146584,-11.687877029180525,-10.0,0.0033531072549521923,,APPROACH,approach,False
77,2.566666666666667,1.2833333333333334,productivity,154,1.2833333333146584,-11.687877029180525,-10.0,0.0033531072549521923,,APPROACH,approach,False
78,2.6,1.3,force,156,1.2999999999810825,-11.621447652578352,-10.0,0.0038506973069161177,,APPROACH,approach,False
78,2.6,1.3,productivity,156,1.2999999999810825,-11.621447652578352,-10.0,0.0038506973069161177,,APPROACH,approach,False
79,2.6333333333333333,1.3166666666666667,force,158,1.3166666666475066,-11.563877016305922,-10.0,0.004976875148713589,,APPROACH,approach,False
79,2.6333333333333333,1.3166666666666667,productivity,158,1.3166666666475066,-11.563877016305922,-10.0,0.004976875148713589,,APPROACH,approach,False
80,2.6666666666666665,1.3333333333333333,force,160,1.3333333333139308,-11.526646465063093,-10.0,0.0021015817765146494,,APPROACH,approach,False
80,2.6666666666666665,1.3333333333333333,productivity,160,1.3333333333139308,-11.526646465063093,-10.0,0.0021015817765146494,,APPROACH,approach,False
81,2.7,1.35,force,162,1.349999999980355,-11.474253982305525,-10.0,0.006344875320792198,,APPROACH,approach,False
81,2.7,1.35,productivity,162,1.349999999980355,-11.474253982305525,-10.0,0.006344875320792198,,APPROACH,approach,False
82,2.7333333333333334,1.3666666666666667,force,164,1.366666666646779,-11.40768304467201,-10.0,0.009265677072107792,,APPROACH,approach,False
82,2.7333333333333334,1.3666666666666667,productivity,164,1.366666666646779,-11.40768304467201,-10.0,0.009265677072107792,,APPROACH,approach,False
83,2.7666666666666666,1.3833333333333333,force,166,1.3833333333132032,-11.341290920972822,-10.0,0.002626878907904029,,APPROACH,approach,False
83,2.7666666666666666,1.3833333333333333,productivity,166,1.3833333333132032,-11.341290920972822,-10.0,0.002626878907904029,,APPROACH,approach,False
84,2.8,1.4,force,168,1.3999999999796273,-11.275748163461683,-10.0,0.003482165979221463,,APPROACH,approach,False
84,2.8,1.4,productivity,168,1.3999999999796273,-11.275748163461683,-10.0,0.003482165979221463,,APPROACH,approach,False
85,2.8333333333333335,1.4166666666666667,force,170,1.4166666666460515,-11.214228719472883,-10.0,0.00406259298324585,,APPROACH,approach,False
85,2.8333333333333335,1.4166666666666667,productivity,170,1.4166666666460515,-11.214228719472883,-10.0,0.00406259298324585,,APPROACH,approach,False
86,2.8666666666666667,1.4333333333333333,force,172,1.4333333333124756,-11.180440336465834,-10.0,0.002102420199662447,,APPROACH,approach,False
86,2.8666666666666667,1.4333333333333333,productivity,172,1.4333333333124756,-11.180440336465834,-10.0,0.002102420199662447,,APPROACH,approach,False
87,2.9,1.45,force,174,1.4499999999788997,-11.127205938100813,-10.0,0.006212402600795031,,APPROACH,approach,False
87,2.9,1.45,productivity,174,1.4499999999788997,-11.127205938100813,-10.0,0.006212402600795031,,APPROACH,approach,False
88,2.933333333333333,1.4666666666666666,force,176,1.4666666666453239,-11.067735403776167,-10.0,0.0022086540702730417,,APPROACH,approach,False
88,2.933333333333333,1.4666666666666666,productivity,176,1.4666666666453239,-11.067735403776167,-10.0,0.0022086540702730417,,APPROACH,approach,False
89,2.966666666666667,1.4833333333333334,force,178,1.483333333311748,-11.007624119520186,-10.0,0.003023908007889986,,APPROACH,approach,False
89,2.966666666666667,1.4833333333333334,productivity,178,1.483333333311748,-11.007624119520186,-10.0,0.003023908007889986,,APPROACH,approach,False
90,3.0,1.5,force,180,1.4999999999781721,-10.948205739259718,-10.0,0.003689889330416918,,APPROACH,approach,False
90,3.0,1.5,productivity,180,1.4999999999781721,-10.948205739259718,-10.0,0.003689889330416918,,APPROACH,approach,False
91,3.033333333333333,1.5166666666666666,force,182,1.5166666666445963,-10.895492881536482,-10.0,0.00407024472951889,,APPROACH,approach,False
91,3.033333333333333,1.5166666666666666,productivity,182,1.5166666666445963,-10.895492881536482,-10.0,0.00407024472951889,,APPROACH,approach,False
92,3.066666666666667,1.5333333333333334,force,184,1.5333333333110204,-10.858374089002607,-10.0,0.006371377967298031,,APPROACH,approach,False
92,3.066666666666667,1.5333333333333334,productivity,184,1.5333333333110204,-10.858374089002607,-10.0,0.006371377967298031,,APPROACH,approach,False
93,3.1,1.55,force,186,1.5499999999774445,-10.800378769636152,-10.0,0.0036454556975513697,,APPROACH,approach,False
93,3.1,1.55,productivity,186,1.5499999999774445,-10.800378769636152,-10.0,0.0036454556975513697,,APPROACH,approach,False
94,3.1333333333333333,1.5666666666666667,force,188,1.5666666666438687,-10.745058208703993,-10.0,0.004814941436052322,,APPROACH,approach,False
94,3.1333333333333333,1.5666666666666667,productivity,188,1.5666666666438687,-10.745058208703993,-10.0,0.004814941436052322,,APPROACH,approach,False
95,3.1666666666666665,1.5833333333333333,force,190,1.5833333333102928,-10.697024315595625,-10.0,0.005449932534247637,,APPROACH,approach,False
95,3.1666666666666665,1.5833333333333333,productivity,190,1.5833333333102928,-10.697024315595625,-10.0,0.005449932534247637,,APPROACH,approach,False
96,3.2,1.6,force,192,1.599999999976717,-10.663086920976637,-10.0,0.008063066750764847,,APPROACH,approach,False
96,3.2,1.6,productivity,192,1.599999999976717,-10.663086920976637,-10.0,0.008063066750764847,,APPROACH,approach,False
97,3.2333333333333334,1.6166666666666667,force,194,1.616666666643141,-10.614099353551863,-10.0,0.005400690250098705,,APPROACH,approach,False
97,3.2333333333333334,1.6166666666666667,productivity,194,1.616666666643141,-10.614099353551863,-10.0,0.005400690250098705,,APPROACH,approach,False
98,3.2666666666666666,1.6333333333333333,force,196,1.6333333333095652,-10.575773566961287,-10.0,0.006115301512181759,,APPROACH,approach,False
98,3.2666666666666666,1.6333333333333333,productivity,196,1.6333333333095652,-10.575773566961287,-10.0,0.006115301512181759,,APPROACH,approach,False
99,3.3,1.65,force,198,1.6499999999759893,-10.52572801709175,-10.0,0.004398738499730825,,APPROACH,approach,False
99,3.3,1.65,productivity,198,1.6499999999759893,-10.52572801709175,-10.0,0.004398738499730825,,APPROACH,approach,False
100,3.3333333333333335,1.6666666666666667,force,200,1.6666666666424135,-10.482075065374373,-10.0,0.004802896175533533,,APPROACH,approach,False
100,3.3333333333333335,1.6666666666666667,productivity,200,1.6666666666424135,-10.482075065374373,-10.0,0.004802896175533533,,APPROACH,approach,False
101,3.3666666666666667,1.6833333333333333,force,202,1.6833333333088376,-10.455759614706038,-10.0,0.003988657612353563,,APPROACH,approach,False
101,3.3666666666666667,1.6833333333333333,productivity,202,1.6833333333088376,-10.455759614706038,-10.0,0.003988657612353563,,APPROACH,approach,False
102,3.4,1.7,force,204,1.6999999999752617,-10.407956689596174,-10.0,0.003839114448055625,,APPROACH,approach,False
102,3.4,1.7,productivity,204,1.6999999999752617,-10.407956689596174,-10.0,0.003839114448055625,,APPROACH,approach,False
103,3.433333333333333,1.7166666666666666,force,206,1.7166666666416859,-10.364802926778792,-10.0,0.005251042544841766,,APPROACH,approach,False
103,3.433333333333333,1.7166666666666666,productivity,206,1.7166666666416859,-10.364802926778792,-10.0,0.005251042544841766,,APPROACH,approach,False
104,3.466666666666667,1.7333333333333334,force,208,1.73333333330811,-10.334575921297072,-10.0,0.004328971263021231,,APPROACH,approach,False
104,3.466666666666667,1.7333333333333334,productivity,208,1.73333333330811,-10.334575921297072,-10.0,0.004328971263021231,,APPROACH,approach,False
105,3.5,1.75,force,210,1.7499999999745341,-10.305690020322798,-10.0,0.0062635657377541065,,APPROACH,approach,False
